Algebraic Connectivity,Average Degree,Clique Number,Density,Diameter,Domination Number,Edge Connectivity,Girth,Group Size,Independence Number,Index,Laplacian Largest Eigenvalue,Matching Number,Maximum Degree,Minimum Degree,Number of Edges,Number of Spanning Trees,Number of Triangles,Number of Vertices,Number of Zero Eigenvalues,Radius,Second Largest Eigenvalue,Smallest Eigenvalue,Vertex Connectivity,Vertex Cover Number,Smallest Resistance Curvature,Largest Resistance Curvature,Smallest Forman Curvature,Largest Forman Curvature,Number of 3-gons,Number of 4-gons,Number of 5-gons,Number of 6-gons,Number of 7-gons,Number of 8-gons,Number of 9-gons,Number of 10-gons,Number of 11-gons,Number of 12-gons,name,boolean
0.176,3.057,2.0,0.059,9.0, 15,3.0,5.0,1.0,22.0,3.089,5.978,26.0,4.0,3.0,81.0,2147483647.0,0.0,53.0,0.0,6.0,2.876,-2.772,3.0,31.0,-0.1781513422904848,0.0609318807264343,-4,0,0,0,20,9,0,1,0,0,0,0,P2276,True
0.147,3.057,2.0,0.059,9.0, 15,3.0,5.0,1.0,22.0,3.083,5.996,26.0,4.0,3.0,81.0,2147483647.0,0.0,53.0,0.0,6.0,2.946,-2.764,3.0,31.0,-0.186815651780779,0.0485761148032145,-5,0,0,0,21,8,0,0,1,0,0,0,P2277,True
0.189,3.057,2.0,0.059,8.0, 15,3.0,5.0,1.0,22.0,3.093,6.188,26.0,4.0,3.0,81.0,2147483647.0,0.0,53.0,0.0,6.0,2.859,-2.808,3.0,31.0,-0.1975775081858838,0.0481081476644858,-5,0,0,0,20,9,0,1,0,0,0,0,P2278,True
0.126,3.0,2.0,0.045,10.0, Computation time out,3.0,5.0,2.0,29.0,3.0,5.699,34.0,3.0,3.0,102.0,2147483647.0,0.0,68.0,0.0,8.0,2.874,-2.699,3.0,39.0,-0.0215901066732428,0.0305421598707155,-8,0,0,0,26,6,0,1,2,0,0,1,P2279,True
0.117,3.0,2.0,0.043,10.0, Computation time out,3.0,5.0,1.0,30.0,3.0,5.78,35.0,3.0,3.0,105.0,2147483647.0,0.0,70.0,0.0,8.0,2.883,-2.78,3.0,40.0,-0.0251878353770282,0.030304646187262,-8,0,0,0,23,11,0,1,1,0,0,1,P2280,True
0.093,3.0,2.0,0.041,11.0, Computation time out,3.0,5.0,1.0,31.0,3.0,5.7,37.0,3.0,3.0,111.0,2147483647.0,0.0,74.0,0.0,8.0,2.907,-2.7,3.0,43.0,-0.0262136695748024,0.0292883748318025,-8,0,0,0,28,6,0,2,2,0,0,1,P2281,True
0.088,3.0,2.0,0.04,11.0, Computation time out,3.0,5.0,1.0,33.0,3.0,5.782,38.0,3.0,3.0,114.0,2147483647.0,0.0,76.0,0.0,7.0,2.912,-2.782,3.0,43.0,-0.0200861699903857,0.0293718052812847,-7,0,0,0,24,11,0,3,2,0,0,0,P2282,True
0.091,3.0,2.0,0.04,11.0, Computation time out,3.0,5.0,1.0,33.0,3.0,5.768,38.0,3.0,3.0,114.0,2147483647.0,0.0,76.0,0.0,7.0,2.909,-2.768,3.0,43.0,-0.0198366847814761,0.029392853049094,-7,0,0,0,25,10,0,2,3,0,0,0,P2283,True
0.1,3.0,2.0,0.04,11.0, Computation time out,3.0,5.0,1.0,32.0,3.0,5.775,38.0,3.0,3.0,114.0,2147483647.0,0.0,76.0,0.0,8.0,2.9,-2.775,3.0,44.0,-0.0235264556506604,0.0293429973917292,-8,0,0,0,25,11,0,2,1,0,0,1,P2284,True
0.099,3.0,2.0,0.039,11.0, Computation time out,3.0,5.0,1.0,33.0,3.0,5.801,39.0,3.0,3.0,117.0,2147483647.0,0.0,78.0,0.0,8.0,2.901,-2.801,3.0,45.0,-0.0169377932402057,0.0301557257705769,-5,0,0,0,23,14,0,1,3,0,0,0,P2285,True
0.108,3.0,2.0,0.039,11.0, Computation time out,3.0,5.0,1.0,34.0,3.0,5.802,39.0,3.0,3.0,117.0,2147483647.0,0.0,78.0,0.0,8.0,2.892,-2.802,3.0,44.0,-0.016421514800103,0.0310708644053758,-5,0,0,0,22,15,0,2,2,0,0,0,P2286,True
0.105,3.0,2.0,0.039,11.0, Computation time out,3.0,5.0,1.0,34.0,3.0,5.808,39.0,3.0,3.0,117.0,2147483647.0,0.0,78.0,0.0,8.0,2.895,-2.808,3.0,44.0,-0.0178681732121367,0.0310450407143647,-5,0,0,0,22,15,0,2,2,0,0,0,P2287,True
0.255,4.0,3.0,0.105,6.0, 9,4.0,3.0,12.0,14.0,4.0,6.784,19.0,4.0,4.0,78.0,2147483647.0,32.0,39.0,4.0,5.0,3.745,-2.784,3.0,25.0,-0.2036174217490151,0.110325741504018,-5,2,32,0,0,3,6,0,0,0,0,0,P2288,True
0.038,3.0,2.0,0.012,21.0, Computation time out,3.0,5.0,1.0,118.0,3.0,5.968,123.0,3.0,3.0,369.0,2147483647.0,0.0,246.0,0.0,15.0,2.962,-2.968,3.0,128.0,-0.001064381061675,0.024747282077998,-2,0,0,0,12,113,0,0,0,0,0,0,P2289,True
0.131,3.667,2.0,0.069,8.0, 12,3.0,4.0,4.0,30.0,3.885,8.718,24.0,7.0,3.0,99.0,2147483647.0,0.0,54.0,6.0,5.0,3.686,-3.885,3.0,24.0,-0.3868563487638793,0.1013557620652862,-8,2,0,44,0,2,0,0,0,1,0,0,P2290,True
0.2,3.333,2.0,0.095,8.0, 8,3.0,4.0,2.0,18.0,3.428,7.149,18.0,5.0,3.0,60.0,2147483647.0,0.0,36.0,4.0,5.0,3.144,-3.428,3.0,18.0,-0.3030139575130717,0.0976113083145407,-7,2,0,20,0,4,0,2,0,0,0,0,P2291,True
0.173,3.3,2.0,0.085,8.0, 10,3.0,4.0,4.0,20.0,3.419,7.203,20.0,5.0,3.0,66.0,2147483647.0,0.0,40.0,8.0,5.0,3.064,-3.419,3.0,20.0,-0.2751569801846417,0.0817206996085474,-7,2,0,20,0,6,0,2,0,0,0,0,P2292,True
0.168,3.0,2.0,0.043,9.0, 20,3.0,5.0,28.0,30.0,3.0,5.728,35.0,3.0,3.0,105.0,2147483647.0,0.0,70.0,0.0,9.0,2.832,-2.728,3.0,40.0,-0.006817662239022,0.0240747093365274,-3,0,0,0,14,21,2,0,0,0,0,0,P2293,True
0.277,3.0,2.0,0.061,8.0, 14,3.0,5.0,20.0,21.0,3.0,5.669,25.0,3.0,3.0,75.0,2147483647.0,0.0,50.0,0.0,7.0,2.723,-2.669,3.0,29.0,0.0132416123659726,0.0270980788792176,-2,0,0,0,12,15,0,0,0,0,0,0,P2294,True
0.304,3.0,2.0,0.097,7.0, 10,3.0,5.0,4.0,13.0,3.0,5.551,16.0,3.0,3.0,48.0,2147483647.0,0.0,32.0,0.0,5.0,2.696,-2.551,3.0,19.0,0.0050161499645028,0.0434500476097457,-3,0,0,0,14,2,2,0,0,0,0,0,P2295,True
0.341,3.0,2.0,0.097,7.0, 10,3.0,5.0,4.0,13.0,3.0,5.512,16.0,3.0,3.0,48.0,2147483647.0,0.0,32.0,0.0,6.0,2.659,-2.512,3.0,19.0,0.0156506605608069,0.0442163655567338,-2,0,0,0,14,2,2,0,0,0,0,0,P2296,True
0.251,3.081,2.0,0.086,7.0, 11,3.0,5.0,2.0,15.0,3.136,6.098,18.0,4.0,3.0,57.0,2147483647.0,0.0,37.0,0.0,5.0,2.765,-2.494,3.0,22.0,-0.1701065731225466,0.0691618752069742,-4,0,0,0,21,0,0,0,1,0,0,0,P2297,True
0.275,3.0,2.0,0.086,7.0, 10,3.0,5.0,4.0,14.0,3.0,5.55,18.0,3.0,3.0,54.0,2147483647.0,0.0,36.0,1.0,6.0,2.725,-2.55,3.0,22.0,-0.0083255296525044,0.0412670667037721,-3,0,0,0,14,4,2,0,0,0,0,0,P2298,True
0.27,3.059,2.0,0.093,7.0, 10,3.0,5.0,4.0,14.0,3.086,5.982,17.0,4.0,3.0,52.0,2147483647.0,0.0,34.0,1.0,5.0,2.73,-2.583,3.0,20.0,-0.1956530032006769,0.0559493368386377,-3,0,0,0,18,1,0,1,0,0,0,0,P2299,True
0.26,3.0,2.0,0.091,7.0, 10,3.0,5.0,4.0,14.0,3.0,5.414,17.0,3.0,3.0,51.0,2147483647.0,0.0,34.0,0.0,5.0,2.74,-2.414,3.0,20.0,-0.005566894882632,0.0415787872307377,-4,0,0,0,16,0,2,1,0,0,0,0,P2300,True
0.27,3.0,2.0,0.086,7.0, 10,3.0,5.0,4.0,15.0,3.0,5.641,18.0,3.0,3.0,54.0,2147483647.0,0.0,36.0,0.0,6.0,2.73,-2.641,3.0,21.0,0.0001769470399538,0.0417617119124884,-3,0,0,0,14,5,0,1,0,0,0,0,P2301,True
0.238,3.0,2.0,0.081,8.0, 11,3.0,5.0,12.0,17.0,3.0,5.732,19.0,3.0,3.0,57.0,2147483647.0,0.0,38.0,2.0,6.0,2.762,-2.732,3.0,21.0,0.0013649079659642,0.0408127600715035,-2,0,0,0,12,9,0,0,0,0,0,0,P2302,True
0.264,3.0,2.0,0.081,7.0, 11,3.0,5.0,2.0,16.0,3.0,5.701,19.0,3.0,3.0,57.0,2147483647.0,0.0,38.0,0.0,6.0,2.736,-2.701,3.0,22.0,-6.834906009604422e-05,0.0412375421611359,-2,0,0,0,12,9,0,0,0,0,0,0,P2303,True
0.314,3.0,2.0,0.081,7.0, 11,3.0,5.0,4.0,16.0,3.0,5.673,19.0,3.0,3.0,57.0,2147483647.0,0.0,38.0,0.0,7.0,2.686,-2.673,3.0,22.0,0.0006010809984996,0.0414136994191142,-2,0,0,0,12,9,0,0,0,0,0,0,P2304,True
0.246,3.0,2.0,0.081,8.0, 11,3.0,5.0,1.0,16.0,3.0,5.683,19.0,3.0,3.0,57.0,2147483647.0,0.0,38.0,0.0,6.0,2.754,-2.683,3.0,22.0,-0.0003737227294401,0.0412008374439582,-3,0,0,0,13,7,1,0,0,0,0,0,P2305,True
0.316,3.0,2.0,0.081,7.0, 11,3.0,5.0,4.0,16.0,3.0,5.608,19.0,3.0,3.0,57.0,2147483647.0,0.0,38.0,1.0,6.0,2.684,-2.608,3.0,22.0,0.0132969160648106,0.0417406304244294,-3,0,0,0,14,6,0,1,0,0,0,0,P2306,True
0.283,3.0,2.0,0.077,7.0, 12,3.0,5.0,2.0,17.0,3.0,5.677,20.0,3.0,3.0,60.0,2147483647.0,0.0,40.0,0.0,6.0,2.717,-2.677,3.0,23.0,0.002188391127905,0.0412849295712021,-2,0,0,0,12,10,0,0,0,0,0,0,P2307,True
0.299,3.0,2.0,0.077,7.0, 12,3.0,5.0,2.0,17.0,3.0,5.68,20.0,3.0,3.0,60.0,2147483647.0,0.0,40.0,0.0,6.0,2.701,-2.68,3.0,23.0,0.0023035772884598,0.0406936027432055,-2,0,0,0,12,10,0,0,0,0,0,0,P2308,True
0.286,3.0,2.0,0.081,7.0, 11,3.0,5.0,1.0,16.0,3.0,5.653,19.0,3.0,3.0,57.0,2147483647.0,0.0,38.0,0.0,6.0,2.714,-2.653,3.0,22.0,-0.000528417899136,0.041480493108426,-3,0,0,0,13,7,1,0,0,0,0,0,P2309,True
0.255,3.0,2.0,0.077,8.0, 11,3.0,5.0,4.0,17.0,3.0,5.668,20.0,3.0,3.0,60.0,2147483647.0,0.0,40.0,0.0,6.0,2.745,-2.668,3.0,23.0,-0.0012945764450866,0.0400994599988226,-2,0,0,0,12,10,0,0,0,0,0,0,P2310,True
0.223,3.0,2.0,0.077,8.0, 12,3.0,5.0,4.0,17.0,3.0,5.761,20.0,3.0,3.0,60.0,2147483647.0,0.0,40.0,0.0,6.0,2.777,-2.761,3.0,23.0,0.0005263993411014,0.039284848467216,-2,0,0,0,12,10,0,0,0,0,0,0,P2311,True
0.281,3.0,2.0,0.077,7.0, 12,3.0,5.0,4.0,17.0,3.0,5.696,20.0,3.0,3.0,60.0,2147483647.0,0.0,40.0,0.0,7.0,2.719,-2.696,3.0,23.0,-0.0004448059069791,0.0405155125096865,-2,0,0,0,12,10,0,0,0,0,0,0,P2312,True
0.275,3.2,2.0,0.073,7.0, 13,3.0,4.0,2.0,18.0,3.305,6.839,22.0,5.0,3.0,72.0,2147483647.0,0.0,45.0,0.0,5.0,2.859,-2.805,3.0,27.0,-0.3002283205625065,0.0780926101965361,-3,0,0,1,28,0,0,0,0,0,0,0,P2313,True
0.224,3.228,2.0,0.058,6.0, 16,3.0,4.0,1.0,23.0,3.409,7.673,28.0,6.0,3.0,92.0,2147483647.0,0.0,57.0,0.0,5.0,3.022,-2.926,3.0,34.0,-0.3806026852910809,0.0646797755969436,-4,0,0,1,36,0,0,0,0,0,0,0,P2314,True
0.253,3.095,2.0,0.075,7.0, 12,3.0,5.0,4.0,17.0,3.15,5.941,21.0,4.0,3.0,65.0,2147483647.0,0.0,42.0,3.0,6.0,2.81,-2.431,3.0,25.0,-0.1618075415566585,0.0694550159156522,-5,0,0,0,24,0,0,0,0,1,0,0,P2315,True
0.451,3.125,2.0,0.101,5.0, 9,3.0,5.0,20.0,13.0,3.21,6.626,16.0,5.0,3.0,50.0,2147483647.0,0.0,32.0,2.0,5.0,2.646,-2.646,3.0,19.0,-0.382053232616191,0.0652272561441566,-2,0,0,0,20,0,0,0,0,0,0,0,P2316,True
0.325,3.179,2.0,0.084,6.0, 11,3.0,4.0,4.0,16.0,3.309,7.468,19.0,6.0,3.0,62.0,2147483647.0,0.0,39.0,2.0,5.0,2.834,-2.844,3.0,23.0,-0.5347969033020252,0.0641979679256176,-3,0,0,1,24,0,0,0,0,0,0,0,P2317,True
0.247,3.222,2.0,0.061,7.0, 16,3.0,4.0,2.0,21.0,3.368,7.299,27.0,5.0,3.0,87.0,2147483647.0,0.0,54.0,0.0,6.0,2.937,-2.974,3.0,33.0,-0.2428300290398647,0.073654690158038,-3,0,0,1,34,0,0,0,0,0,0,0,P2318,True
0.239,3.222,2.0,0.061,7.0, 15,3.0,4.0,1.0,21.0,3.367,7.299,27.0,5.0,3.0,87.0,2147483647.0,0.0,54.0,0.0,5.0,2.941,-2.975,3.0,33.0,-0.2446768826875624,0.0723701124406925,-3,0,0,1,34,0,0,0,0,0,0,0,P2319,True
0.232,3.222,2.0,0.061,7.0, 15,3.0,4.0,1.0,21.0,3.366,7.299,27.0,5.0,3.0,87.0,2147483647.0,0.0,54.0,0.0,5.0,2.946,-2.977,3.0,33.0,-0.2461867856509529,0.0710252770200364,-3,0,0,1,34,0,0,0,0,0,0,0,P2320,True
0.223,3.222,2.0,0.061,7.0, 15,3.0,4.0,1.0,21.0,3.367,7.299,27.0,5.0,3.0,87.0,2147483647.0,0.0,54.0,0.0,5.0,2.941,-2.975,3.0,33.0,-0.2450148738589376,0.0715964954906616,-3,0,0,1,34,0,0,0,0,0,0,0,P2321,True
0.22,3.222,2.0,0.061,7.0, 16,3.0,4.0,1.0,21.0,3.369,7.299,27.0,5.0,3.0,87.0,2147483647.0,0.0,54.0,0.0,6.0,2.932,-2.974,3.0,33.0,-0.2431071258699366,0.0725419518691086,-3,0,0,1,34,0,0,0,0,0,0,0,P2322,True
0.231,3.222,2.0,0.061,7.0, 16,3.0,4.0,1.0,21.0,3.369,7.299,27.0,5.0,3.0,87.0,2147483647.0,0.0,54.0,0.0,5.0,2.934,-2.974,3.0,33.0,-0.2433942332575152,0.072348608617433,-3,0,0,1,34,0,0,0,0,0,0,0,P2323,True
0.251,3.222,2.0,0.061,7.0, 15,3.0,4.0,1.0,21.0,3.365,7.299,27.0,5.0,3.0,87.0,2147483647.0,0.0,54.0,0.0,5.0,2.947,-2.976,3.0,33.0,-0.2453700808004105,0.0718223794316478,-3,0,0,1,34,0,0,0,0,0,0,0,P2324,True
0.283,3.208,2.0,0.068,6.0, 14,3.0,4.0,2.0,19.0,3.32,7.008,24.0,5.0,3.0,77.0,2147483647.0,0.0,48.0,1.0,5.0,2.887,-2.898,3.0,29.0,-0.2790291856155011,0.0762430574460601,-2,0,0,1,30,0,0,0,0,0,0,0,P2325,True
0.262,3.208,2.0,0.068,7.0, 14,3.0,4.0,1.0,19.0,3.32,7.008,24.0,5.0,3.0,77.0,2147483647.0,0.0,48.0,1.0,5.0,2.885,-2.898,3.0,29.0,-0.2793888300387822,0.0767423146915978,-2,0,0,1,30,0,0,0,0,0,0,0,P2326,True
0.229,3.222,2.0,0.061,7.0, 16,3.0,4.0,2.0,21.0,3.366,7.227,27.0,5.0,3.0,87.0,2147483647.0,0.0,54.0,1.0,5.0,2.952,-2.968,3.0,33.0,-0.2499124156507668,0.0549718616162952,-2,0,0,1,34,0,0,0,0,0,0,0,P2327,True
0.2,3.222,2.0,0.061,7.0, 16,3.0,4.0,2.0,21.0,3.368,7.227,27.0,5.0,3.0,87.0,2147483647.0,0.0,54.0,1.0,5.0,2.941,-2.968,3.0,33.0,-0.2479631323373055,0.0557677155758913,-2,0,0,1,34,0,0,0,0,0,0,0,P2328,True
0.224,3.208,2.0,0.068,7.0, 14,3.0,4.0,1.0,19.0,3.323,7.008,24.0,5.0,3.0,77.0,2147483647.0,0.0,48.0,1.0,5.0,2.879,-2.898,3.0,29.0,-0.276458956151495,0.0759421690270883,-2,0,0,1,30,0,0,0,0,0,0,0,P2329,True
0.275,3.19,2.0,0.078,7.0, 12,3.0,4.0,1.0,17.0,3.285,6.925,21.0,5.0,3.0,67.0,2147483647.0,0.0,42.0,1.0,5.0,2.818,-2.846,3.0,25.0,-0.3031806501233705,0.0827031022665751,-2,0,0,1,26,0,0,0,0,0,0,0,P2330,True
0.33,3.19,2.0,0.078,6.0, 12,3.0,4.0,2.0,17.0,3.283,6.925,21.0,5.0,3.0,67.0,2147483647.0,0.0,42.0,2.0,5.0,2.821,-2.846,3.0,25.0,-0.304563458397693,0.0830294520207257,-2,0,0,1,26,0,0,0,0,0,0,0,P2331,True
0.3,3.208,2.0,0.068,6.0, 14,3.0,4.0,2.0,19.0,3.355,7.652,24.0,6.0,3.0,77.0,2147483647.0,0.0,48.0,1.0,5.0,2.909,-2.969,3.0,29.0,-0.4451352898203135,0.0750490831194914,-3,0,0,1,30,0,0,0,0,0,0,0,P2332,True
0.252,3.208,2.0,0.068,7.0, 14,3.0,4.0,1.0,19.0,3.357,7.652,24.0,6.0,3.0,77.0,2147483647.0,0.0,48.0,1.0,5.0,2.898,-2.969,3.0,29.0,-0.442660094322269,0.0732117298356563,-3,0,0,1,30,0,0,0,0,0,0,0,P2333,True
0.178,3.222,2.0,0.061,8.0, 16,3.0,4.0,4.0,21.0,3.321,6.596,27.0,4.0,3.0,87.0,2147483647.0,0.0,54.0,0.0,6.0,2.963,-2.802,3.0,33.0,-0.1310524637511998,0.0607665968674403,-2,0,0,1,34,0,0,0,0,0,0,0,P2334,True
0.188,3.222,2.0,0.061,7.0, 16,3.0,4.0,2.0,21.0,3.327,6.68,27.0,4.0,3.0,87.0,2147483647.0,0.0,54.0,0.0,6.0,2.95,-2.838,3.0,33.0,-0.119702795168769,0.0572563550834876,-2,0,0,1,34,0,0,0,0,0,0,0,P2335,True
0.224,3.208,2.0,0.068,7.0, 14,3.0,4.0,2.0,19.0,3.295,6.596,24.0,4.0,3.0,77.0,2147483647.0,0.0,48.0,0.0,5.0,2.894,-2.804,3.0,29.0,-0.1409805284899086,0.0707260960471767,-2,0,0,1,30,0,0,0,0,0,0,0,P2336,True
0.243,3.208,2.0,0.068,7.0, 14,3.0,4.0,1.0,19.0,3.29,6.599,24.0,4.0,3.0,77.0,2147483647.0,0.0,48.0,0.0,5.0,2.884,-2.808,3.0,29.0,-0.1436916257351975,0.07186004876569,-2,0,0,1,30,0,0,0,0,0,0,0,P2337,True
0.298,3.208,2.0,0.068,7.0, 14,3.0,4.0,1.0,19.0,3.283,6.598,24.0,4.0,3.0,77.0,2147483647.0,0.0,48.0,1.0,6.0,2.903,-2.81,3.0,29.0,-0.1463270807003736,0.066851929245541,-2,0,0,1,30,0,0,0,0,0,0,0,P2338,True
0.438,3.235,2.0,0.098,6.0, 10,3.0,4.0,2.0,14.0,3.34,6.727,17.0,4.0,3.0,55.0,2147483647.0,0.0,34.0,1.0,5.0,2.83,-3.094,3.0,20.0,-0.1745419881788806,0.1441958506362152,-1,2,0,5,18,0,0,0,0,0,0,0,P2339,True
0.519,3.226,2.0,0.108,6.0, 9,3.0,4.0,4.0,13.0,3.33,6.726,15.0,4.0,3.0,50.0,2147483647.0,0.0,31.0,2.0,5.0,2.775,-3.095,3.0,18.0,-0.1864207714231543,0.1508999998713373,-1,2,0,5,16,0,0,0,0,0,0,0,P2340,True
0.449,3.235,2.0,0.098,6.0, 10,3.0,4.0,2.0,14.0,3.34,6.727,17.0,4.0,3.0,55.0,2147483647.0,0.0,34.0,1.0,5.0,2.83,-3.094,3.0,20.0,-0.1751030695569239,0.1444241570184515,-1,2,0,5,18,0,0,0,0,0,0,0,P2341,True
0.377,3.243,2.0,0.09,6.0, 10,3.0,4.0,2.0,15.0,3.344,6.728,18.0,4.0,3.0,60.0,2147483647.0,0.0,37.0,0.0,6.0,2.9,-3.095,3.0,22.0,-0.1703578145792304,0.1400609260625426,-1,2,0,5,20,0,0,0,0,0,0,0,P2342,True
0.274,3.22,2.0,0.08,7.0, 12,3.0,4.0,1.0,17.0,3.295,6.585,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,1.0,6.0,2.916,-3.066,3.0,24.0,-0.1535862321614268,0.0830128203852778,-3,2,0,5,20,2,0,0,0,0,0,0,P2343,True
0.279,3.22,2.0,0.08,7.0, 12,3.0,4.0,1.0,17.0,3.3,6.616,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,0.0,6.0,2.91,-3.067,3.0,24.0,-0.1543709022945846,0.1060442233440742,-3,2,0,6,19,1,1,0,0,0,0,0,P2344,True
0.286,3.22,2.0,0.08,7.0, 11,3.0,4.0,1.0,17.0,3.298,6.643,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,0.0,6.0,2.931,-3.093,3.0,24.0,-0.1575764079875909,0.1220211203632841,-3,2,0,6,19,1,1,0,0,0,0,0,P2345,True
0.283,3.22,2.0,0.08,7.0, 11,3.0,4.0,1.0,17.0,3.299,6.644,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,0.0,6.0,2.93,-3.094,3.0,24.0,-0.1578885290487014,0.1219913514022609,-3,2,0,6,19,1,1,0,0,0,0,0,P2346,True
0.274,3.22,2.0,0.08,7.0, 12,3.0,4.0,1.0,17.0,3.295,6.585,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,0.0,6.0,2.916,-3.066,3.0,24.0,-0.1533783904001418,0.0843455009111292,-3,2,0,5,20,2,0,0,0,0,0,0,P2347,True
0.282,3.22,2.0,0.08,7.0, 11,3.0,4.0,2.0,17.0,3.3,6.616,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,0.0,6.0,2.909,-3.067,3.0,24.0,-0.1545578841551416,0.1061493077369453,-3,2,0,6,19,1,1,0,0,0,0,0,P2348,True
0.276,3.22,2.0,0.08,7.0, 12,3.0,4.0,2.0,17.0,3.3,6.616,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,0.0,6.0,2.911,-3.067,3.0,24.0,-0.1548090984308796,0.1073804621022268,-3,2,0,6,19,1,1,0,0,0,0,0,P2349,True
0.285,3.22,2.0,0.08,7.0, 12,3.0,4.0,1.0,17.0,3.298,6.643,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,0.0,6.0,2.934,-3.093,3.0,24.0,-0.1568878217001121,0.1217659762147382,-3,2,0,6,19,1,1,0,0,0,0,0,P2350,True
0.283,3.22,2.0,0.08,7.0, 12,3.0,4.0,1.0,17.0,3.299,6.645,20.0,4.0,3.0,66.0,2147483647.0,0.0,41.0,0.0,6.0,2.927,-3.094,3.0,24.0,-0.1574841670817471,0.1218298590211802,-3,2,0,6,19,1,1,0,0,0,0,0,P2351,True
0.377,3.243,2.0,0.09,6.0, 11,3.0,4.0,2.0,15.0,3.344,6.728,18.0,4.0,3.0,60.0,2147483647.0,0.0,37.0,1.0,6.0,2.9,-3.095,3.0,22.0,-0.1700299077296132,0.1399440508531731,-1,2,0,5,20,0,0,0,0,0,0,0,P2352,True
0.337,3.243,2.0,0.09,7.0, 11,3.0,4.0,2.0,16.0,3.363,6.748,18.0,4.0,3.0,60.0,2147483647.0,0.0,37.0,1.0,5.0,2.839,-3.1,3.0,21.0,-0.1616006113615427,0.1361119863240698,-2,2,0,5,20,0,0,0,0,0,0,0,P2353,True
0.347,3.243,2.0,0.09,7.0, 11,3.0,4.0,2.0,16.0,3.363,6.748,18.0,4.0,3.0,60.0,2147483647.0,0.0,37.0,1.0,5.0,2.839,-3.1,3.0,21.0,-0.1628487409956282,0.1368846071028448,-2,2,0,5,20,0,0,0,0,0,0,0,P2354,True
0.374,3.243,2.0,0.09,6.0, 10,3.0,4.0,1.0,15.0,3.352,6.737,18.0,4.0,3.0,60.0,2147483647.0,0.0,37.0,1.0,5.0,2.88,-3.097,3.0,22.0,-0.1674028107137751,0.13834136846615,-2,2,0,5,20,0,0,0,0,0,0,0,P2355,True
0.372,3.243,2.0,0.09,6.0, 10,3.0,4.0,1.0,15.0,3.352,6.738,18.0,4.0,3.0,60.0,2147483647.0,0.0,37.0,1.0,5.0,2.88,-3.097,3.0,22.0,-0.1676941461574549,0.138550843374783,-2,2,0,5,20,0,0,0,0,0,0,0,P2356,True
0.328,3.2,2.0,0.082,7.0, 11,3.0,4.0,2.0,16.0,3.331,6.727,20.0,4.0,3.0,64.0,2147483647.0,0.0,40.0,0.0,6.0,2.9,-3.094,3.0,24.0,-0.1651276194285068,0.1340559180939143,-3,2,0,5,20,0,0,1,0,0,0,0,P2357,True
0.328,3.2,2.0,0.082,7.0, 11,3.0,4.0,2.0,16.0,3.331,6.727,20.0,4.0,3.0,64.0,2147483647.0,0.0,40.0,1.0,6.0,2.899,-3.094,3.0,24.0,-0.1643617695169024,0.133611544852426,-3,2,0,5,20,0,0,1,0,0,0,0,P2358,True
0.393,3.25,2.0,0.083,7.0, 11,3.0,4.0,2.0,16.0,3.361,6.747,20.0,4.0,3.0,65.0,2147483647.0,0.0,40.0,1.0,5.0,2.915,-3.099,3.0,24.0,-0.1642060370013426,0.1349347241904542,-2,2,0,5,22,0,0,0,0,0,0,0,P2359,True
0.391,3.25,2.0,0.083,7.0, 11,3.0,4.0,2.0,16.0,3.361,6.747,20.0,4.0,3.0,65.0,2147483647.0,0.0,40.0,1.0,5.0,2.915,-3.099,3.0,24.0,-0.1633551634233675,0.1343416810057375,-2,2,0,5,22,0,0,0,0,0,0,0,P2360,True
0.326,3.25,2.0,0.083,7.0, 11,3.0,4.0,2.0,17.0,3.349,6.728,20.0,4.0,3.0,65.0,2147483647.0,0.0,40.0,0.0,6.0,2.953,-3.095,3.0,23.0,-0.1625470725383667,0.1347418220158773,-1,2,0,5,22,0,0,0,0,0,0,0,P2361,True
0.326,3.25,2.0,0.083,7.0, 11,3.0,4.0,2.0,17.0,3.349,6.728,20.0,4.0,3.0,65.0,2147483647.0,0.0,40.0,0.0,6.0,2.953,-3.095,3.0,23.0,-0.162311638199218,0.1347313706035454,-1,2,0,5,22,0,0,0,0,0,0,0,P2362,True
0.32,3.25,2.0,0.083,7.0, 11,3.0,4.0,1.0,16.0,3.35,6.728,20.0,4.0,3.0,65.0,2147483647.0,0.0,40.0,1.0,5.0,2.95,-3.095,3.0,24.0,-0.16245822172664,0.1344764171031464,-1,2,0,5,22,0,0,0,0,0,0,0,P2363,True
0.319,3.25,2.0,0.083,7.0, 11,3.0,4.0,1.0,16.0,3.35,6.728,20.0,4.0,3.0,65.0,2147483647.0,0.0,40.0,1.0,5.0,2.95,-3.095,3.0,24.0,-0.1625412082654736,0.1343888141536799,-1,2,0,5,22,0,0,0,0,0,0,0,P2364,True
